day,hum%,Tmax,Tmin,Rain,rainydays,Hum
1135,84.6,15.9,7.7,0.0,0,0.846
1136,69.2,18.4,11.3,1.1,1,0.692
1137,82.5,19.0,11.8,0.0,0,0.825
1138,85.4,14.3,7.7,0.0,0,0.854
1139,75.9,18.1,9.3,0.0,0,0.759
1140,87.3,18.4,8.7,0.0,0,0.873
1141,75.5,16.5,6.8,0.0,0,0.755
1142,81.3,20.0,14.1,0.0,0,0.813
1143,77.7,17.1,7.7,0.0,0,0.777
1144,77.8,17.7,9.0,0.0,0,0.778
1145,76.4,17.2,11.0,0.0,0,0.764
1146,83.0,17.7,12.4,6.0,1,0.83
1147,83.9,15.6,9.3,0.0,0,0.839
1148,79.4,15.0,5.5,0.0,0,0.794
1149,73.0,21.2,13.0,0.0,0,0.73
1150,81.8,16.4,7.8,5.1,1,0.818
1151,82.0,16.2,9.9,2.9,1,0.82
1152,78.8,14.0,5.4,0.0,0,0.788
1153,89.3,17.1,12.0,6.3,1,0.893
1154,72.2,15.9,9.0,0.0,0,0.722
1155,68.9,21.9,13.7,0.0,0,0.689
1156,76.3,20.7,15.0,0.0,0,0.763
1157,83.5,17.4,8.3,4.7,1,0.835
1158,74.7,23.3,17.2,0.0,0,0.747
1159,75.1,20.9,12.6,0.0,0,0.751
1160,84.7,18.3,11.3,0.0,0,0.847
1161,82.2,14.1,6.1,0.0,0,0.822
1162,81.7,23.7,18.2,0.0,0,0.817
1163,83.7,16.4,11.3,3.7,1,0.837
1164,77.6,16.0,6.4,0.0,0,0.776
1165,77.8,21.4,15.0,0.0,0,0.778
1166,83.6,24.3,15.2,0.0,0,0.836
1167,72.8,22.2,12.2,0.0,0,0.728
1168,68.7,20.6,14.6,0.0,0,0.687
1169,77.1,20.8,14.4,2.1,1,0.771
1170,83.8,21.3,13.0,0.0,0,0.838
1171,80.3,21.2,11.3,0.0,0,0.803
1172,83.2,20.3,10.7,0.0,0,0.832
1173,68.7,19.9,12.4,0.0,0,0.687
1174,80.2,19.7,10.7,0.0,0,0.802
1175,81.7,18.3,12.6,0.0,0,0.817
1176,71.5,19.3,9.4,0.0,0,0.715
1177,82.4,16.5,6.7,0.2,1,0.824
1178,77.4,19.7,13.9,0.0,0,0.774
1179,93.1,17.9,11.4,0.0,0,0.931
1180,66.6,17.7,12.2,0.0,0,0.666
1181,84.2,20.3,14.0,0.3,1,0.842
1182,75.1,22.8,13.7,0.0,0,0.751
1183,68.8,21.8,14.9,0.0,0,0.688
1184,74.0,16.9,11.4,0.0,0,0.74
1185,77.8,18.0,11.3,0.0,0,0.778
1186,81.3,21.9,12.0,0.0,0,0.813
1187,84.5,18.0,9.9,0.0,0,0.845
1188,82.7,19.5,12.5,0.0,0,0.827
1189,70.5,21.1,15.3,0.0,0,0.705
1190,80.7,18.0,8.1,0.7,1,0.807
1191,76.7,20.2,11.1,0.0,0,0.767
1192,71.2,17.3,10.9,4.6,1,0.712
1193,73.1,18.7,13.4,0.0,0,0.731
1194,70.3,20.6,15.3,0.0,0,0.703
1195,73.8,16.7,11.1,2.6,1,0.738
1196,69.6,20.7,12.8,0.0,0,0.696
1197,67.8,19.8,10.1,0.0,0,0.678
1198,75.0,20.9,13.4,0.0,0,0.75
1199,75.4,20.2,11.0,4.4,1,0.754
1200,70.9,22.4,15.2,0.0,0,0.709
1201,78.4,19.9,11.4,3.5,1,0.784
1202,69.9,18.8,10.1,2.7,1,0.699
1203,69.3,19.8,14.0,1.9,1,0.693
1204,73.7,20.6,13.8,0.0,0,0.737
1205,69.4,19.6,11.4,6.7,1,0.694
1206,70.1,19.5,14.2,9.1,1,0.701
1207,56.7,18.0,11.2,0.0,0,0.567
1208,68.9,18.0,10.3,0.0,0,0.689
1209,59.3,16.4,6.5,1.4,1,0.593
1210,61.9,22.7,15.3,0.0,0,0.619
1211,61.0,16.6,7.5,0.0,0,0.61
1212,62.0,17.6,10.5,3.6,1,0.62
1213,64.0,17.5,8.5,0.0,0,0.64
1214,63.9,20.7,12.7,3.7,1,0.639
1215,69.2,18.2,8.8,4.1,1,0.692
1216,66.6,21.2,14.2,0.0,0,0.666
1217,55.5,17.3,9.3,3.0,1,0.555
1218,65.0,19.1,11.0,4.0,1,0.65
1219,65.7,16.8,9.7,0.0,0,0.657
1220,62.0,22.6,16.9,0.0,0,0.62
1221,62.9,15.9,10.4,0.0,0,0.629
1222,63.7,18.8,13.7,0.0,0,0.637
1223,66.1,19.3,10.0,0.0,0,0.661
1224,53.9,18.8,12.6,0.0,0,0.539
1225,60.1,17.5,11.4,0.0,0,0.601
1226,68.4,17.5,8.8,0.0,0,0.684
1227,67.5,17.7,11.1,0.0,0,0.675
1228,64.1,17.2,9.7,5.8,1,0.641
1229,62.1,19.3,13.5,0.0,0,0.621
1230,67.2,21.7,11.9,0.0,0,0.672
1231,68.0,16.1,6.8,0.0,0,0.68
1232,57.3,14.3,5.0,0.0,0,0.573
1233,52.6,16.8,9.7,0.0,0,0.526
1234,55.6,22.0,13.2,0.0,0,0.556
1235,71.9,15.1,9.4,0.0,0,0.719
1236,48.1,19.8,14.8,0.0,0,0.481
1237,53.0,19.8,14.7,0.0,0,0.53
1238,47.8,15.2,7.2,0.0,0,0.478
1239,55.0,17.3,10.0,0.0,0,0.55
1240,47.8,19.3,11.7,0.0,0,0.478
1241,52.8,15.1,10.1,7.3,1,0.528
1242,43.1,15.3,8.2,0.0,0,0.431
1243,55.4,14.4,5.8,0.0,0,0.554
1244,57.9,13.4,6.2,0.0,0,0.579
1245,49.4,14.0,5.3,0.0,0,0.494
1246,50.1,12.7,6.5,0.0,0,0.501
1247,49.4,15.1,6.0,1.5,1,0.494
1248,50.6,13.3,5.4,0.0,0,0.506
1249,49.0,15.2,9.1,0.0,0,0.49
1250,52.5,11.4,5.3,0.0,0,0.525
1251,54.4,15.1,6.9,0.0,0,0.544
1252,43.6,15.9,6.8,0.0,0,0.436
1253,45.6,10.1,3.0,0.0,0,0.456
1254,51.2,14.7,8.4,0.0,0,0.512
1255,39.0,16.2,6.9,0.0,0,0.39
1256,35.8,11.2,2.9,3.5,1,0.358
1257,46.2,16.8,9.6,0.0,0,0.462
1258,47.1,14.1,6.7,0.0,0,0.471
1259,40.5,11.7,5.7,0.0,0,0.405
1260,40.7,12.9,4.7,2.5,1,0.407
1261,39.3,13.9,7.1,0.0,0,0.393
1262,38.3,12.8,2.8,0.0,0,0.383
1263,45.6,13.5,6.1,0.0,0,0.456
1264,35.7,10.5,3.0,0.0,0,0.357
1265,39.8,12.5,4.6,0.0,0,0.398
1266,36.1,9.1,-0.4,0.0,0,0.361
1267,32.8,11.6,2.6,0.0,0,0.328
1268,44.0,9.8,2.6,0.0,0,0.44
1269,36.5,10.0,1.4,0.0,0,0.365
1270,39.6,13.8,5.8,0.0,0,0.396
1271,30.7,13.3,5.8,3.1,1,0.307
1272,34.0,12.2,6.2,4.2,1,0.34
1273,41.0,8.6,1.3,0.0,0,0.41
1274,49.7,10.0,3.7,0.0,0,0.497
1275,26.4,12.9,3.3,0.7,1,0.264
1276,34.9,10.5,3.9,0.8,1,0.349
1277,37.5,14.7,5.0,0.0,0,0.375
1278,31.9,10.7,3.0,0.0,0,0.319
1279,38.8,10.1,2.0,1.1,1,0.388
1280,29.7,9.0,1.2,0.0,0,0.297
1281,34.4,9.7,4.0,0.0,0,0.344
1282,30.6,8.9,2.0,0.0,0,0.306
1283,38.9,10.5,5.0,0.0,0,0.389
1284,29.0,10.8,2.7,1.8,1,0.29
1285,30.2,7.1,-0.1,1.7,1,0.302
1286,36.3,5.9,-3.0,0.4,1,0.363
1287,26.0,4.7,-1.4,3.4,1,0.26
1288,31.1,9.2,3.4,1.1,1,0.311
1289,21.2,5.8,-1.2,4.5,1,0.212
1290,24.5,3.6,-6.1,0.0,0,0.245
1291,31.5,8.5,-0.1,6.6,1,0.315
1292,24.2,12.5,5.4,0.0,0,0.242
1293,26.1,7.4,-0.2,0.0,0,0.261
1294,30.9,8.9,3.5,0.0,0,0.309
1295,25.2,7.2,-2.7,1.1,1,0.252
1296,31.9,6.7,-1.7,3.6,1,0.319
1297,28.5,8.5,2.1,0.0,0,0.285
1298,29.3,6.0,-2.0,0.0,0,0.293
1299,33.0,6.9,1.4,0.0,0,0.33
1300,28.0,6.9,-3.0,0.0,0,0.28
1301,33.8,4.7,-1.1,0.0,0,0.338
1302,30.4,7.9,-0.3,0.0,0,0.304
1303,22.9,5.4,-0.8,0.0,0,0.229
1304,31.7,4.1,-4.5,0.0,0,0.317
1305,26.2,6.5,-2.4,0.0,0,0.262
1306,22.7,3.5,-4.9,0.0,0,0.227
1307,25.8,5.2,-2.9,7.4,1,0.258
1308,29.7,5.0,-4.5,0.0,0,0.297
1309,26.1,7.0,1.6,0.0,0,0.261
1310,32.7,5.6,-1.0,0.0,0,0.327
1311,28.8,4.5,-1.7,0.0,0,0.288
1312,25.7,6.0,-3.9,0.0,0,0.257
1313,20.0,7.0,0.1,7.9,1,0.2
1314,21.8,5.2,-3.4,1.7,1,0.218
1315,22.8,4.0,-4.4,1.7,1,0.228
1316,25.8,1.2,-4.8,0.0,0,0.258
1317,25.3,1.6,-4.6,0.0,0,0.253
1318,22.7,3.0,-3.4,0.0,0,0.227
1319,22.3,2.2,-4.8,0.0,0,0.223
1320,25.2,2.9,-3.2,2.3,1,0.252
1321,20.0,3.3,-1.8,6.4,1,0.2
1322,29.7,4.1,-5.3,0.0,0,0.297
1323,20.0,2.8,-7.0,0.0,0,0.2
1324,28.2,3.8,-2.9,0.0,0,0.282
1325,20.6,2.8,-3.9,0.0,0,0.206
1326,25.7,-1.4,-6.4,0.0,0,0.257
1327,22.4,0.6,-7.8,0.5,1,0.224
1328,22.2,2.1,-7.1,0.0,0,0.222
1329,23.2,-0.2,-5.9,0.0,0,0.232
1330,24.4,3.3,-2.5,0.0,0,0.244
1331,20.0,5.1,-3.9,0.0,0,0.2
1332,25.4,4.4,-3.7,0.9,1,0.254
1333,20.0,1.4,-3.8,6.6,1,0.2
1334,20.1,4.7,-3.4,0.0,0,0.201
1335,24.2,1.9,-4.6,0.0,0,0.242
1336,25.0,0.9,-6.0,0.0,0,0.25
1337,22.3,0.2,-8.6,0.4,1,0.223
1338,20.0,0.8,-8.3,0.0,0,0.2
1339,24.5,0.5,-6.5,6.5,1,0.245
1340,20.0,1.5,-8.2,2.0,1,0.2
1341,28.8,1.4,-5.6,1.1,1,0.288
1342,20.0,1.0,-7.8,0.0,0,0.2
1343,20.0,1.8,-5.6,0.0,0,0.2
1344,20.0,3.3,-6.2,0.0,0,0.2
1345,20.4,2.7,-6.8,2.2,1,0.204
1346,20.9,-2.2,-7.6,1.8,1,0.209
1347,30.2,-4.4,-14.1,2.5,1,0.302
1348,20.0,2.5,-6.6,0.0,0,0.2
1349,20.7,-2.2,-11.1,0.9,1,0.207
1350,20.0,0.1,-5.9,0.0,0,0.2
1351,20.0,-1.9,-10.9,3.6,1,0.2
1352,29.2,-3.2,-12.4,6.2,1,0.292
1353,20.0,1.4,-5.0,0.6,1,0.2
1354,24.0,1.8,-7.9,0.7,1,0.24
1355,23.1,-0.9,-6.1,0.0,0,0.231
1356,21.2,-4.9,-10.7,0.0,0,0.212
1357,24.1,-0.9,-8.6,0.0,0,0.241
1358,20.0,1.0,-6.9,0.8,1,0.2
1359,30.1,-2.8,-11.0,5.7,1,0.301
1360,31.6,0.5,-4.6,0.0,0,0.316
1361,22.4,0.1,-9.7,0.0,0,0.224
1362,34.5,1.2,-4.0,0.0,0,0.345
1363,20.6,0.3,-5.4,0.0,0,0.206
1364,24.8,-1.9,-7.0,0.0,0,0.248
1365,30.2,2.4,-5.4,2.3,1,0.302
1366,20.9,-0.3,-10.0,0.0,0,0.209
1367,20.0,-0.1,-8.4,0.0,0,0.2
1368,20.0,-1.9,-11.0,0.0,0,0.2
1369,34.3,-0.9,-6.0,0.0,0,0.343
1370,21.6,-1.8,-9.5,0.0,0,0.216
1371,23.6,-0.3,-7.6,1.5,1,0.236
1372,20.0,3.4,-4.1,0.0,0,0.2
1373,29.8,-2.7,-8.1,5.5,1,0.298
1374,21.4,-3.2,-11.6,0.0,0,0.214
1375,23.2,3.0,-4.5,0.0,0,0.232
1376,27.5,-0.3,-9.2,0.0,0,0.275
1377,21.0,-1.2,-8.7,0.0,0,0.21
1378,25.7,2.2,-3.5,0.0,0,0.257
1379,33.9,-1.1,-9.3,2.6,1,0.339
1380,29.4,3.8,-2.0,0.0,0,0.294
1381,28.2,1.6,-7.8,2.8,1,0.282
1382,29.0,-0.7,-8.8,0.0,0,0.29
1383,26.3,4.6,-1.2,0.0,0,0.263
1384,38.6,-0.9,-10.7,0.8,1,0.386
1385,25.0,1.9,-5.7,13.5,1,0.25
1386,30.4,1.0,-4.3,0.0,0,0.304
1387,30.3,3.1,-5.0,0.0,0,0.303
1388,35.2,3.7,-2.6,0.0,0,0.352
1389,36.1,0.7,-8.4,3.1,1,0.361
1390,30.8,-0.8,-9.9,0.0,0,0.308
1391,32.8,1.6,-8.3,0.0,0,0.328
1392,33.4,-0.6,-8.1,5.6,1,0.334
1393,20.8,4.9,-2.4,0.0,0,0.208
1394,24.6,1.2,-7.6,0.0,0,0.246
1395,30.0,0.3,-5.4,0.0,0,0.3
1396,30.6,1.4,-6.3,0.0,0,0.306
1397,27.9,-1.5,-9.3,0.0,0,0.279
1398,38.0,-0.7,-6.1,0.0,0,0.38
1399,34.8,3.7,-3.4,2.3,1,0.348
1400,34.1,0.1,-9.2,0.0,0,0.341
1401,29.4,-0.6,-9.9,2.1,1,0.294
1402,35.9,2.7,-2.8,0.0,0,0.359
1403,23.4,4.1,-1.4,0.0,0,0.234
1404,36.2,3.2,-3.1,2.2,1,0.362
1405,37.8,3.9,-5.5,2.4,1,0.378
1406,39.2,0.5,-5.2,0.0,0,0.392
1407,30.6,-0.8,-9.4,0.0,0,0.306
1408,40.0,5.2,-0.3,0.0,0,0.4
1409,34.2,1.7,-6.5,0.0,0,0.342
1410,35.8,1.9,-4.9,0.0,0,0.358
1411,44.0,5.2,-3.8,0.0,0,0.44
1412,50.9,3.8,-2.4,1.7,1,0.509
1413,41.6,3.7,-4.5,0.0,0,0.416
1414,37.8,7.2,1.0,0.0,0,0.378
1415,43.3,1.7,-6.8,0.0,0,0.433
1416,47.5,5.0,-4.4,4.5,1,0.475
1417,46.4,3.4,-2.3,0.0,0,0.464
1418,57.6,3.9,-5.4,0.0,0,0.576
1419,40.8,6.6,-1.4,5.5,1,0.408
1420,46.1,4.7,-1.0,0.0,0,0.461
1421,53.1,4.9,-2.3,0.0,0,0.531
1422,53.3,6.1,0.3,0.1,1,0.533
1423,36.6,3.3,-5.2,1.9,1,0.366
1424,46.9,2.5,-6.3,0.0,0,0.469
1425,54.8,2.2,-3.3,0.0,0,0.548
1426,62.4,0.5,-7.0,7.1,1,0.624
1427,52.0,8.7,-0.3,0.3,1,0.52
1428,47.1,2.6,-7.1,0.0,0,0.471
1429,44.4,4.5,-3.1,0.0,0,0.444
1430,61.1,4.5,-5.2,0.8,1,0.611
1431,54.2,5.8,-1.9,5.0,1,0.542
1432,46.8,7.0,0.0,0.0,0,0.468
1433,50.5,7.2,-2.0,0.0,0,0.505
1434,53.6,4.5,-3.0,0.0,0,0.536
1435,55.3,5.5,-1.9,0.0,0,0.553
1436,48.6,6.6,-0.9,0.0,0,0.486
1437,50.5,5.6,-3.6,0.0,0,0.505
1438,45.9,9.5,0.4,0.0,0,0.459
1439,59.8,7.4,0.4,0.0,0,0.598
1440,53.4,8.1,1.4,4.0,1,0.534
1441,58.0,8.1,0.7,0.0,0,0.58
1442,63.3,9.3,1.4,0.0,0,0.633
1443,57.8,7.5,1.3,0.0,0,0.578
1444,56.6,4.7,-4.3,0.0,0,0.566
1445,58.6,8.2,0.8,0.0,0,0.586
1446,58.5,6.3,-0.4,0.0,0,0.585
1447,64.9,6.7,1.2,0.0,0,0.649
1448,60.7,9.1,2.9,0.0,0,0.607
1449,56.9,10.6,0.8,0.0,0,0.569
1450,65.4,8.3,1.8,0.0,0,0.654
1451,66.8,9.1,3.2,0.0,0,0.668
1452,54.4,12.0,4.7,4.9,1,0.544
1453,69.2,9.3,2.7,2.0,1,0.692
1454,63.9,14.2,9.0,0.0,0,0.639
1455,63.9,10.3,3.7,0.0,0,0.639
1456,68.0,5.8,-1.9,0.0,0,0.68
1457,60.6,11.0,3.2,3.5,1,0.606
1458,68.7,10.4,3.6,0.0,0,0.687
1459,62.5,12.4,5.2,5.4,1,0.625
1460,57.4,11.3,1.5,0.0,0,0.574
1461,60.3,9.9,3.0,0.5,1,0.603
1462,68.1,7.7,1.4,1.6,1,0.681
1463,61.0,9.9,3.7,0.7,1,0.61
1464,74.2,8.8,1.5,0.0,0,0.742
1465,72.5,9.5,0.7,0.0,0,0.725
1466,73.7,12.0,6.0,5.7,1,0.737
1467,68.0,14.4,5.8,0.0,0,0.68
1468,69.1,12.0,6.9,1.6,1,0.691
1469,62.3,9.0,1.9,0.0,0,0.623
1470,73.6,12.4,3.6,0.0,0,0.736
1471,71.0,14.1,7.4,0.0,0,0.71
1472,72.3,10.7,2.8,0.0,0,0.723
1473,78.3,11.8,5.8,0.0,0,0.783
1474,67.2,12.2,3.5,0.0,0,0.672
1475,70.0,10.8,5.6,0.0,0,0.7
1476,72.6,13.9,4.6,0.0,0,0.726
1477,66.7,12.5,6.5,1.5,1,0.667
1478,70.8,13.7,4.4,0.0,0,0.708
1479,74.5,11.3,4.5,0.0,0,0.745
1480,70.8,12.3,3.7,0.0,0,0.708
1481,79.3,14.8,8.2,0.0,0,0.793
1482,65.5,12.8,3.3,0.0,0,0.655
1483,79.0,17.2,11.5,1.8,1,0.79
1484,77.0,13.1,7.2,1.5,1,0.77
1485,71.2,14.5,7.0,0.0,0,0.712
1486,69.7,16.0,10.6,0.0,0,0.697
1487,64.2,11.5,5.5,0.0,0,0.642
1488,71.0,11.0,1.2,0.0,0,0.71
1489,80.5,11.6,1.7,0.0,0,0.805
1490,75.2,17.3,10.4,6.1,1,0.752
1491,81.6,13.8,4.2,0.0,0,0.816
1492,72.9,20.2,12.5,0.0,0,0.729
1493,79.8,14.1,7.8,2.1,1,0.798
1494,72.9,15.7,7.2,0.0,0,0.729
1495,71.9,18.6,10.3,0.7,1,0.719
1496,76.5,19.7,9.7,0.0,0,0.765
1497,73.9,19.9,13.6,3.1,1,0.739
1498,69.7,18.4,10.0,0.0,0,0.697
1499,76.7,18.1,12.9,0.0,0,0.767
1500,78.4,17.4,11.8,0.0,0,0.784
1501,84.4,17.9,12.9,0.0,0,0.844
1502,82.9,15.4,5.4,1.0,1,0.829
1503,84.5,15.0,6.0,0.0,0,0.845
1504,82.1,16.7,7.8,0.0,0,0.821
1505,80.4,16.5,9.0,0.0,0,0.804
1506,72.7,16.1,9.6,0.0,0,0.727
1507,79.7,18.5,12.8,2.2,1,0.797
1508,82.1,19.1,12.7,1.3,1,0.821
1509,86.5,17.5,10.7,0.0,0,0.865
1510,82.8,20.4,11.6,0.0,0,0.828
1511,85.6,15.3,7.6,0.0,0,0.856
1512,74.4,17.3,11.9,0.0,0,0.744
1513,78.0,16.4,11.3,0.0,0,0.78
1514,81.8,14.2,8.7,0.0,0,0.818
1515,85.6,17.8,10.8,0.0,0,0.856
1516,79.1,17.9,8.2,0.0,0,0.791
1517,79.5,21.2,13.1,0.0,0,0.795
1518,83.4,19.6,10.6,0.0,0,0.834
1519,74.3,16.4,9.0,5.9,1,0.743
1520,88.0,22.2,15.4,0.0,0,0.88
1521,75.6,21.0,15.5,0.0,0,0.756
1522,70.4,19.8,10.5,0.0,0,0.704
1523,80.0,18.3,9.4,0.0,0,0.8
1524,88.5,16.9,11.1,0.8,1,0.885
1525,82.9,18.2,10.6,0.0,0,0.829
1526,83.7,21.2,13.7,0.0,0,0.837
1527,80.1,22.8,14.7,1.3,1,0.801
1528,79.1,22.2,12.5,0.0,0,0.791
1529,72.1,18.2,10.3,0.0,0,0.721
1530,68.4,17.0,9.3,0.0,0,0.684
1531,80.6,19.6,14.4,0.0,0,0.806
1532,86.1,15.9,10.5,0.8,1,0.861
1533,81.2,20.1,14.2,0.0,0,0.812
1534,82.5,19.2,14.1,0.0,0,0.825
1535,87.2,18.6,9.9,3.1,1,0.872
1536,80.8,16.4,7.8,0.0,0,0.808
1537,78.4,20.7,15.0,0.0,0,0.784
1538,74.8,18.6,9.5,1.1,1,0.748
1539,88.9,17.4,11.6,0.0,0,0.889
1540,81.2,14.0,7.5,0.0,0,0.812
1541,73.7,19.8,13.5,0.0,0,0.737
1542,72.4,23.4,16.5,0.0,0,0.724
1543,84.4,23.2,16.9,0.0,0,0.844
1544,72.7,19.0,11.5,3.2,1,0.727
1545,87.0,18.7,11.7,0.0,0,0.87
1546,63.7,20.9,10.9,1.6,1,0.637
1547,84.4,18.0,12.7,0.0,0,0.844
1548,79.5,20.6,14.9,2.6,1,0.795
1549,77.5,21.5,16.3,0.0,0,0.775
1550,75.8,22.4,14.3,0.0,0,0.758
1551,85.9,19.8,14.5,0.9,1,0.859
1552,79.7,19.6,10.4,0.0,0,0.797
1553,71.4,18.2,10.7,1.4,1,0.714
1554,67.0,18.3,10.7,0.0,0,0.67
1555,76.2,19.5,11.7,0.0,0,0.762
1556,75.1,20.7,14.9,3.6,1,0.751
1557,67.2,21.8,15.8,0.0,0,0.672
1558,74.2,18.3,11.8,3.9,1,0.742
1559,71.3,22.9,15.0,1.5,1,0.713
1560,73.9,19.4,13.3,0.0,0,0.739
1561,77.2,19.8,14.3,0.0,0,0.772
1562,80.7,18.4,8.5,0.0,0,0.807
1563,77.5,15.0,9.9,1.6,1,0.775
1564,69.0,21.6,12.6,0.0,0,0.69
1565,74.1,21.2,12.3,0.0,0,0.741
1566,72.2,19.2,12.7,3.3,1,0.722
1567,64.9,19.8,14.1,0.0,0,0.649
1568,73.2,20.7,14.9,0.0,0,0.732
1569,80.1,16.5,8.0,0.0,0,0.801
1570,70.6,18.5,10.3,2.0,1,0.706
1571,62.1,21.1,12.2,0.0,0,0.621
1572,69.8,16.9,7.2,4.0,1,0.698
1573,63.2,20.0,11.5,0.0,0,0.632
1574,73.2,16.6,10.8,0.0,0,0.732
1575,71.1,20.2,14.0,0.0,0,0.711
1576,67.2,19.1,9.9,0.0,0,0.672
1577,66.0,15.9,9.8,0.0,0,0.66
1578,66.2,21.4,16.0,0.0,0,0.662
1579,66.8,17.5,9.0,0.0,0,0.668
1580,62.5,17.3,10.2,1.7,1,0.625
1581,59.0,19.2,9.6,0.0,0,0.59
1582,71.2,21.0,12.8,0.0,0,0.712
1583,63.1,16.6,11.1,0.0,0,0.631
1584,65.4,18.7,8.9,0.0,0,0.654
1585,65.6,19.3,13.0,0.0,0,0.656
1586,65.3,19.7,13.1,0.0,0,0.653
1587,57.3,18.6,11.6,0.0,0,0.573
1588,54.4,17.4,12.2,0.0,0,0.544
1589,59.3,16.4,8.9,6.0,1,0.593
1590,63.8,18.1,12.5,0.0,0,0.638
1591,57.7,15.7,8.7,0.0,0,0.577
1592,59.1,11.9,5.2,0.0,0,0.591
1593,71.0,18.5,9.6,0.0,0,0.71
1594,50.7,19.3,10.3,0.5,1,0.507
1595,55.6,12.7,6.9,0.0,0,0.556
1596,68.4,15.3,8.4,0.0,0,0.684
1597,58.2,18.4,11.5,0.0,0,0.582
1598,54.4,21.2,15.4,0.0,0,0.544
1599,63.3,17.0,8.0,0.0,0,0.633
1600,57.2,15.4,6.8,4.6,1,0.572
1601,54.7,16.3,10.4,0.7,1,0.547
1602,56.9,19.3,12.5,2.0,1,0.569
1603,52.1,15.1,9.6,0.0,0,0.521
1604,49.8,14.7,6.5,0.0,0,0.498
1605,53.8,15.2,9.6,0.0,0,0.538
1606,48.8,14.1,4.2,0.0,0,0.488
1607,53.4,16.1,7.2,0.0,0,0.534
1608,54.6,19.0,12.0,0.0,0,0.546
1609,56.6,16.2,8.3,0.0,0,0.566
1610,57.4,14.9,5.4,0.0,0,0.574
1611,49.3,14.7,7.0,2.4,1,0.493
1612,53.3,12.0,6.2,0.0,0,0.533
1613,52.7,16.8,9.9,0.0,0,0.527
1614,51.4,14.7,5.5,0.0,0,0.514
1615,46.8,14.4,6.1,0.0,0,0.468
1616,43.6,20.9,12.7,0.0,0,0.436
1617,50.7,15.0,5.7,0.0,0,0.507
1618,39.1,12.7,3.3,0.0,0,0.391
1619,45.8,13.2,3.6,0.0,0,0.458
1620,33.9,16.2,10.8,0.0,0,0.339
1621,39.5,14.0,6.3,3.8,1,0.395
1622,41.2,10.7,2.0,0.0,0,0.412
1623,50.6,15.3,6.5,5.1,1,0.506
1624,48.0,12.0,3.9,0.0,0,0.48
1625,41.3,16.9,11.0,0.0,0,0.413
1626,47.2,15.1,6.1,0.0,0,0.472
1627,47.5,11.9,3.3,0.0,0,0.475
1628,41.8,15.2,9.8,0.0,0,0.418
1629,35.2,12.6,5.3,1.1,1,0.352
1630,40.6,14.0,8.1,6.1,1,0.406
1631,40.6,13.1,6.4,0.0,0,0.406
1632,34.4,10.3,5.2,0.0,0,0.344
1633,42.0,10.5,3.5,11.5,1,0.42
1634,41.0,13.7,5.9,1.1,1,0.41
1635,41.4,10.8,2.7,0.0,0,0.414
1636,40.1,10.5,2.2,0.0,0,0.401
1637,41.8,9.2,0.0,0.0,0,0.418
1638,36.8,11.8,5.7,0.0,0,0.368
1639,38.3,14.9,9.3,2.1,1,0.383
1640,34.8,8.5,-0.8,0.0,0,0.348
1641,33.4,10.5,4.7,1.5,1,0.334
1642,42.6,13.1,3.2,0.0,0,0.426
1643,25.2,9.9,0.7,0.0,0,0.252
1644,39.3,10.8,3.3,0.0,0,0.393
1645,31.4,7.6,-2.3,0.0,0,0.314
1646,30.3,10.4,4.9,0.0,0,0.303
1647,35.0,9.0,2.5,0.0,0,0.35
1648,25.8,11.2,3.0,0.0,0,0.258
1649,28.7,11.4,4.7,0.0,0,0.287
1650,28.1,14.1,4.4,0.0,0,0.281
1651,30.8,9.9,4.5,0.0,0,0.308
1652,27.5,9.2,1.4,0.4,1,0.275
1653,39.1,8.8,0.8,0.0,0,0.391
1654,39.7,7.5,-0.8,0.0,0,0.397
1655,20.2,8.7,2.4,0.0,0,0.202
1656,32.7,7.3,0.5,0.0,0,0.327
1657,33.9,8.0,-1.2,0.0,0,0.339
1658,31.9,10.2,4.2,0.0,0,0.319
1659,25.5,5.4,-3.8,2.8,1,0.255
1660,27.2,9.5,1.7,0.0,0,0.272
1661,24.4,9.7,0.9,0.0,0,0.244
1662,25.7,6.6,-1.9,0.0,0,0.257
1663,21.4,2.5,-3.6,0.0,0,0.214
1664,26.5,5.3,-2.5,0.0,0,0.265
1665,20.0,9.0,-0.4,1.6,1,0.2
1666,25.4,6.2,-1.0,0.0,0,0.254
1667,20.0,4.1,-5.8,0.2,1,0.2
1668,26.8,4.9,-2.4,0.0,0,0.268
1669,22.1,7.4,1.7,0.0,0,0.221
1670,26.7,6.7,-0.3,0.0,0,0.267
1671,30.3,5.0,-4.8,0.0,0,0.303
1672,32.6,4.6,-2.0,0.0,0,0.326
1673,20.0,4.4,-5.0,1.9,1,0.2
1674,20.0,3.1,-6.3,0.0,0,0.2
1675,22.3,8.1,1.3,2.2,1,0.223
1676,25.9,4.0,-1.4,0.0,0,0.259
1677,20.0,7.0,-1.6,1.0,1,0.2
1678,20.0,7.4,0.9,0.0,0,0.2
1679,23.6,6.3,-2.7,0.0,0,0.236
1680,23.1,3.3,-4.0,0.0,0,0.231
1681,24.4,4.8,-2.6,4.2,1,0.244
1682,24.5,3.8,-5.1,0.0,0,0.245
1683,23.8,1.9,-5.0,0.0,0,0.238
1684,22.9,4.2,-3.0,0.0,0,0.229
